date,hour,station,line,pax_TOTAL
2024-03-24,13,Acoyte,A,1062
2024-03-24,13,Aguero,D,708
2024-03-24,13,Alberti,A,111
2024-03-24,13,Angel Gallardo,B,1096
2024-03-24,13,Avenida La Plata,E,450
2024-03-24,13,Avenida de Mayo,C,283
2024-03-24,13,Boedo,E,396
2024-03-24,13,Bolivar,E,301
2024-03-24,13,Bulnes,D,818
2024-03-24,13,Callao,D,428
2024-03-24,13,Callao.B,B,241
2024-03-24,13,Carabobo,A,646
2024-03-24,13,Carlos Gardel,B,624
2024-03-24,13,Carlos Pellegrini,B,268
2024-03-24,13,Caseros,H,211
2024-03-24,13,Castro Barros,A,637
2024-03-24,13,Catalinas,E,33
2024-03-24,13,Catedral,D,777
2024-03-24,13,Congreso,A,475
2024-03-24,13,Congreso de Tucuman,D,1853
2024-03-24,13,Constitucion,C,3131
2024-03-24,13,Cordoba,H,224
2024-03-24,13,Correo Central,E,186
2024-03-24,13,Corrientes,H,140
2024-03-24,13,Diagonal Norte,C,273
2024-03-24,13,Dorrego,B,773
2024-03-24,13,Echeverria,B,353
2024-03-24,13,Emilio Mitre,E,300
2024-03-24,13,Entre Rios,E,367
2024-03-24,13,Facultad de Derecho,H,100
2024-03-24,13,Federico Lacroze,B,1376
2024-03-24,13,Flores,A,564
2024-03-24,13,Florida,B,546
2024-03-24,13,General Belgrano,E,558
2024-03-24,13,General San Martin,C,107
2024-03-24,13,Hospitales,H,352
2024-03-24,13,Humberto I,H,194
2024-03-24,13,Inclan,H,201
2024-03-24,13,Independencia,C,341
2024-03-24,13,Independencia.H,E,234
2024-03-24,13,Jose Hernandez,D,427
2024-03-24,13,Jose Maria Moreno,E,335
2024-03-24,13,Jujuy,E,242
2024-03-24,13,Juramento,D,737
2024-03-24,13,Las Heras,H,248
2024-03-24,13,Lavalle,C,135
2024-03-24,13,Leandro N. Alem,B,358
2024-03-24,13,Lima,A,639
2024-03-24,13,Loria,A,473
2024-03-24,13,Los Incas,B,594
2024-03-24,13,Malabia,B,894
2024-03-24,13,Mariano Moreno,C,324
2024-03-24,13,Medalla Milagrosa,E,218
2024-03-24,13,Medrano,B,829
2024-03-24,13,Ministro Carranza,D,632
2024-03-24,13,Olleros,D,578
2024-03-24,13,Once,H,478
2024-03-24,13,Palermo,D,1246
2024-03-24,13,Pasco,A,213
2024-03-24,13,Pasteur,B,208
2024-03-24,13,Patricios,H,248
2024-03-24,13,Peru,A,377
2024-03-24,13,Pichincha,E,243
2024-03-24,13,Piedras,A,160
2024-03-24,13,Plaza Italia,D,766
2024-03-24,13,Plaza Miserere,A,547
2024-03-24,13,Plaza de Mayo,A,6
2024-03-24,13,Primera Junta,A,954
2024-03-24,13,Puan,A,432
2024-03-24,13,Pueyrredon,B,341
2024-03-24,13,Pueyrredon.D,D,502
2024-03-24,13,Pza. de los Virreyes,E,575
2024-03-24,13,Retiro,C,1371
2024-03-24,13,Retiro E,E,243
2024-03-24,13,Rio de Janeiro,A,716
2024-03-24,13,Rosas,B,1436
2024-03-24,13,Saenz Pena ,A,223
2024-03-24,13,San Jose,E,184
2024-03-24,13,San Juan,C,174
2024-03-24,13,San Pedrito,A,1592
2024-03-24,13,Santa Fe,H,440
2024-03-24,13,Scalabrini Ortiz,D,694
2024-03-24,13,Tribunales,D,229
2024-03-24,13,Tronador,B,355
2024-03-24,13,Urquiza,E,293
2024-03-24,13,Uruguay,B,339
2024-03-24,13,Varela,E,160
2024-03-24,13,Venezuela,H,327
2024-03-24,14,9 de julio,D,350
2024-03-24,14,Acoyte,A,733
2024-03-24,14,Aguero,D,424
2024-03-24,14,Alberti,A,102
2024-03-24,14,Angel Gallardo,B,602
2024-03-24,14,Avenida La Plata,E,218
2024-03-24,14,Avenida de Mayo,C,278
2024-03-24,14,Boedo,E,333
2024-03-24,14,Bolivar,E,3
2024-03-24,14,Bulnes,D,623
2024-03-24,14,Callao,D,419
2024-03-24,14,Callao.B,B,180
2024-03-24,14,Carabobo,A,473
2024-03-24,14,Carlos Gardel,B,574
2024-03-24,14,Carlos Pellegrini,B,460
2024-03-24,14,Caseros,H,163
2024-03-24,14,Castro Barros,A,450
2024-03-24,14,Catalinas,E,59
2024-03-24,14,Catedral,D,1715
2024-03-24,14,Congreso,A,599
2024-03-24,14,Congreso de Tucuman,D,1083
2024-03-24,14,Constitucion,C,2212
2024-03-24,14,Cordoba,H,193
2024-03-24,14,Correo Central,E,536
2024-03-24,14,Corrientes,H,127
2024-03-24,14,Diagonal Norte,C,516
2024-03-24,14,Dorrego,B,642
2024-03-24,14,Echeverria,B,255
2024-03-24,14,Emilio Mitre,E,221
2024-03-24,14,Entre Rios,E,333
2024-03-24,14,Facultad de Derecho,H,103
2024-03-24,14,Federico Lacroze,B,863
2024-03-24,14,Flores,A,395
2024-03-24,14,Florida,B,1123
2024-03-24,14,General Belgrano,E,1071
2024-03-24,14,General San Martin,C,136
2024-03-24,14,Hospitales,H,301
2024-03-24,14,Humberto I,H,194
2024-03-24,14,Inclan,H,171
2024-03-24,14,Independencia,C,411
2024-03-24,14,Independencia.H,E,286
2024-03-24,14,Jose Hernandez,D,270
2024-03-24,14,Jose Maria Moreno,E,207
2024-03-24,14,Jujuy,E,179
2024-03-24,14,Juramento,D,600
2024-03-24,14,Las Heras,H,155
2024-03-24,14,Lavalle,C,139
2024-03-24,14,Leandro N. Alem,B,854
2024-03-24,14,Lima,A,654
2024-03-24,14,Loria,A,368
2024-03-24,14,Los Incas,B,296
2024-03-24,14,Malabia,B,573
2024-03-24,14,Mariano Moreno,C,614
2024-03-24,14,Medalla Milagrosa,E,111
2024-03-24,14,Medrano,B,478
2024-03-24,14,Ministro Carranza,D,351
2024-03-24,14,Olleros,D,402
2024-03-24,14,Once,H,274
2024-03-24,14,Palermo,D,696
2024-03-24,14,Pasco,A,173
2024-03-24,14,Pasteur,B,217
2024-03-24,14,Patricios,H,265
2024-03-24,14,Peru,A,1027
2024-03-24,14,Pichincha,E,165
2024-03-24,14,Piedras,A,238
2024-03-24,14,Plaza Italia,D,505
2024-03-24,14,Plaza Miserere,A,463
2024-03-24,14,Primera Junta,A,487
2024-03-24,14,Puan,A,280
2024-03-24,14,Pueyrredon,B,212
2024-03-24,14,Pueyrredon.D,D,327
2024-03-24,14,Pza. de los Virreyes,E,494
2024-03-24,14,Retiro,C,1062
2024-03-24,14,Retiro E,E,174
2024-03-24,14,Rio de Janeiro,A,452
2024-03-24,14,Rosas,B,941
2024-03-24,14,Saenz Pena ,A,434
2024-03-24,14,San Jose,E,122
2024-03-24,14,San Juan,C,166
2024-03-24,14,San Pedrito,A,1274
2024-03-24,14,Santa Fe,H,357
2024-03-24,14,Scalabrini Ortiz,D,487
2024-03-24,14,Tribunales,D,355
2024-03-24,14,Tronador,B,219
2024-03-24,14,Urquiza,E,191
2024-03-24,14,Uruguay,B,585
2024-03-24,14,Varela,E,114
2024-03-24,14,Venezuela,H,224
2024-03-24,15,9 de julio,D,412
2024-03-24,15,Acoyte,A,462
2024-03-24,15,Aguero,D,364
2024-03-24,15,Alberti,A,38
2024-03-24,15,Angel Gallardo,B,550
2024-03-24,15,Avenida La Plata,E,165
2024-03-24,15,Avenida de Mayo,C,393
2024-03-24,15,Boedo,E,206
2024-03-24,15,Bolivar,E,2
2024-03-24,15,Bulnes,D,445
2024-03-24,15,Callao,D,399
2024-03-24,15,Callao.B,B,237
2024-03-24,15,Carabobo,A,334
2024-03-24,15,Carlos Gardel,B,634
2024-03-24,15,Carlos Pellegrini,B,1319
2024-03-24,15,Caseros,H,130
2024-03-24,15,Castro Barros,A,307
2024-03-24,15,Catalinas,E,63
2024-03-24,15,Catedral,D,1970
2024-03-24,15,Congreso,A,668
2024-03-24,15,Congreso de Tucuman,D,796
2024-03-24,15,Constitucion,C,1783
2024-03-24,15,Cordoba,H,156
2024-03-24,15,Correo Central,E,857
2024-03-24,15,Corrientes,H,112
2024-03-24,15,Diagonal Norte,C,1024
2024-03-24,15,Dorrego,B,490
2024-03-24,15,Echeverria,B,159
2024-03-24,15,Emilio Mitre,E,140
2024-03-24,15,Entre Rios,E,217
2024-03-24,15,Facultad de Derecho,H,117
2024-03-24,15,Federico Lacroze,B,603
2024-03-24,15,Flores,A,437
2024-03-24,15,Florida,B,911
2024-03-24,15,General Belgrano,E,503
2024-03-24,15,General San Martin,C,142
2024-03-24,15,Hospitales,H,289
2024-03-24,15,Humberto I,H,193
2024-03-24,15,Inclan,H,151
2024-03-24,15,Independencia,C,494
2024-03-24,15,Independencia.H,E,356
2024-03-24,15,Jose Hernandez,D,224
2024-03-24,15,Jose Maria Moreno,E,129
2024-03-24,15,Jujuy,E,91
2024-03-24,15,Juramento,D,543
2024-03-24,15,Las Heras,H,163
2024-03-24,15,Lavalle,C,218
2024-03-24,15,Leandro N. Alem,B,1689
2024-03-24,15,Lima,A,664
2024-03-24,15,Loria,A,277
2024-03-24,15,Los Incas,B,212
2024-03-24,15,Malabia,B,356
2024-03-24,15,Mariano Moreno,C,809
2024-03-24,15,Medalla Milagrosa,E,71
2024-03-24,15,Medrano,B,436
2024-03-24,15,Ministro Carranza,D,250
2024-03-24,15,Olleros,D,326
2024-03-24,15,Once,H,390
2024-03-24,15,Palermo,D,632
2024-03-24,15,Pasco,A,137
2024-03-24,15,Pasteur,B,189
2024-03-24,15,Patricios,H,238
2024-03-24,15,Peru,A,1476
2024-03-24,15,Pichincha,E,125
2024-03-24,15,Piedras,A,110
2024-03-24,15,Plaza Italia,D,432
2024-03-24,15,Plaza Miserere,A,420
2024-03-24,15,Primera Junta,A,347
2024-03-24,15,Puan,A,215
2024-03-24,15,Pueyrredon,B,191
2024-03-24,15,Pueyrredon.D,D,215
2024-03-24,15,Pza. de los Virreyes,E,306
2024-03-24,15,Retiro,C,598
2024-03-24,15,Retiro E,E,166
2024-03-24,15,Rio de Janeiro,A,327
2024-03-24,15,Rosas,B,687
2024-03-24,15,Saenz Pena ,A,959
2024-03-24,15,San Jose,E,108
2024-03-24,15,San Juan,C,202
2024-03-24,15,San Pedrito,A,649
2024-03-24,15,Santa Fe,H,242
2024-03-24,15,Scalabrini Ortiz,D,339
2024-03-24,15,Tribunales,D,604
2024-03-24,15,Tronador,B,131
2024-03-24,15,Urquiza,E,106
2024-03-24,15,Uruguay,B,1171
2024-03-24,15,Varela,E,99
2024-03-24,15,Venezuela,H,225
2024-03-24,16,9 de julio,D,497
2024-03-24,16,Acoyte,A,409
2024-03-24,16,Aguero,D,269
2024-03-24,16,Alberti,A,189
2024-03-24,16,Angel Gallardo,B,398
2024-03-24,16,Avenida La Plata,E,142
2024-03-24,16,Avenida de Mayo,C,1654
2024-03-24,16,Boedo,E,212
2024-03-24,16,Bolivar,E,1
2024-03-24,16,Bulnes,D,520
2024-03-24,16,Callao,D,546
2024-03-24,16,Callao.B,B,370
2024-03-24,16,Carabobo,A,265
2024-03-24,16,Carlos Gardel,B,659
2024-03-24,16,Carlos Pellegrini,B,630
2024-03-24,16,Caseros,H,118
2024-03-24,16,Castro Barros,A,249
2024-03-24,16,Catalinas,E,126
2024-03-24,16,Catedral,D,1874
2024-03-24,16,Congreso,A,586
2024-03-24,16,Congreso de Tucuman,D,550
2024-03-24,16,Constitucion,C,1175
2024-03-24,16,Cordoba,H,170
2024-03-24,16,Correo Central,E,1241
2024-03-24,16,Corrientes,H,114
2024-03-24,16,Diagonal Norte,C,888
2024-03-24,16,Dorrego,B,441
2024-03-24,16,Echeverria,B,131
2024-03-24,16,Emilio Mitre,E,110
2024-03-24,16,Entre Rios,E,235
2024-03-24,16,Facultad de Derecho,H,152
2024-03-24,16,Federico Lacroze,B,495
2024-03-24,16,Flores,A,376
2024-03-24,16,Florida,B,779
2024-03-24,16,General Belgrano,E,567
2024-03-24,16,General San Martin,C,258
2024-03-24,16,Hospitales,H,209
2024-03-24,16,Humberto I,H,220
2024-03-24,16,Inclan,H,146
2024-03-24,16,Independencia,C,711
2024-03-24,16,Independencia.H,E,418
2024-03-24,16,Jose Hernandez,D,200
2024-03-24,16,Jose Maria Moreno,E,109
2024-03-24,16,Jujuy,E,76
2024-03-24,16,Juramento,D,555
2024-03-24,16,Las Heras,H,259
2024-03-24,16,Lavalle,C,165
2024-03-24,16,Leandro N. Alem,B,1973
2024-03-24,16,Lima,A,1021
2024-03-24,16,Loria,A,228
2024-03-24,16,Los Incas,B,169
2024-03-24,16,Malabia,B,295
2024-03-24,16,Mariano Moreno,C,656
2024-03-24,16,Medalla Milagrosa,E,57
2024-03-24,16,Medrano,B,327
2024-03-24,16,Ministro Carranza,D,267
2024-03-24,16,Olleros,D,250
2024-03-24,16,Once,H,275
2024-03-24,16,Palermo,D,628
2024-03-24,16,Pasco,A,84
2024-03-24,16,Pasteur,B,191
2024-03-24,16,Patricios,H,237
2024-03-24,16,Peru,A,1654
2024-03-24,16,Pichincha,E,73
2024-03-24,16,Piedras,A,150
2024-03-24,16,Plaza Italia,D,506
2024-03-24,16,Plaza Miserere,A,302
2024-03-24,16,Plaza de Mayo,A,1
2024-03-24,16,Primera Junta,A,233
2024-03-24,16,Puan,A,105
2024-03-24,16,Pueyrredon,B,185
2024-03-24,16,Pueyrredon.D,D,196
2024-03-24,16,Pza. de los Virreyes,E,214
2024-03-24,16,Retiro,C,874
2024-03-24,16,Retiro E,E,216
2024-03-24,16,Rio de Janeiro,A,250
2024-03-24,16,Rosas,B,546
2024-03-24,16,Saenz Pena ,A,605
2024-03-24,16,San Jose,E,134
2024-03-24,16,San Juan,C,209
2024-03-24,16,San Pedrito,A,505
2024-03-24,16,Santa Fe,H,265
2024-03-24,16,Scalabrini Ortiz,D,328
2024-03-24,16,Tribunales,D,782
2024-03-24,16,Tronador,B,106
2024-03-24,16,Urquiza,E,109
2024-03-24,16,Uruguay,B,1092
2024-03-24,16,Varela,E,56
2024-03-24,16,Venezuela,H,312
2024-03-24,17,9 de julio,D,359
2024-03-24,17,Acoyte,A,284
2024-03-24,17,Aguero,D,220
2024-03-24,17,Alberti,A,597
2024-03-24,17,Angel Gallardo,B,390
2024-03-24,17,Avenida La Plata,E,130
2024-03-24,17,Avenida de Mayo,C,1329
2024-03-24,17,Boedo,E,167
2024-03-24,17,Bolivar,E,4
2024-03-24,17,Bulnes,D,435
2024-03-24,17,Callao,D,595
2024-03-24,17,Callao.B,B,576
2024-03-24,17,Carabobo,A,177
2024-03-24,17,Carlos Gardel,B,735
2024-03-24,17,Carlos Pellegrini,B,584
2024-03-24,17,Caseros,H,153
2024-03-24,17,Castro Barros,A,233
2024-03-24,17,Catalinas,E,83
2024-03-24,17,Catedral,D,1243
2024-03-24,17,Congreso,A,112
2024-03-24,17,Congreso de Tucuman,D,430
2024-03-24,17,Constitucion,C,1269
2024-03-24,17,Cordoba,H,190
2024-03-24,17,Correo Central,E,780
2024-03-24,17,Corrientes,H,113
2024-03-24,17,Diagonal Norte,C,727
2024-03-24,17,Dorrego,B,404
2024-03-24,17,Echeverria,B,151
2024-03-24,17,Emilio Mitre,E,130
2024-03-24,17,Entre Rios,E,201
2024-03-24,17,Facultad de Derecho,H,258
2024-03-24,17,Federico Lacroze,B,533
2024-03-24,17,Flores,A,199
2024-03-24,17,Florida,B,597
2024-03-24,17,General Belgrano,E,808
2024-03-24,17,General San Martin,C,194
2024-03-24,17,Hospitales,H,161
2024-03-24,17,Humberto I,H,196
2024-03-24,17,Inclan,H,150
2024-03-24,17,Independencia,C,543
2024-03-24,17,Independencia.H,E,325
2024-03-24,17,Jose Hernandez,D,184
2024-03-24,17,Jose Maria Moreno,E,102
2024-03-24,17,Jujuy,E,88
2024-03-24,17,Juramento,D,518
2024-03-24,17,Las Heras,H,252
2024-03-24,17,Lavalle,C,163
2024-03-24,17,Leandro N. Alem,B,906
2024-03-24,17,Lima,A,1003
2024-03-24,17,Loria,A,192
2024-03-24,17,Los Incas,B,155
2024-03-24,17,Malabia,B,292
2024-03-24,17,Mariano Moreno,C,364
2024-03-24,17,Medalla Milagrosa,E,58
2024-03-24,17,Medrano,B,304
2024-03-24,17,Ministro Carranza,D,221
2024-03-24,17,Olleros,D,199
2024-03-24,17,Once,H,452
2024-03-24,17,Palermo,D,645
2024-03-24,17,Pasco,A,70
2024-03-24,17,Pasteur,B,214
2024-03-24,17,Patricios,H,205
2024-03-24,17,Peru,A,1423
2024-03-24,17,Pichincha,E,70
2024-03-24,17,Piedras,A,156
2024-03-24,17,Plaza Italia,D,591
2024-03-24,17,Plaza Miserere,A,333
2024-03-24,17,Primera Junta,A,195
2024-03-24,17,Puan,A,117
2024-03-24,17,Pueyrredon,B,198
2024-03-24,17,Pueyrredon.D,D,162
2024-03-24,17,Pza. de los Virreyes,E,199
2024-03-24,17,Retiro,C,804
2024-03-24,17,Retiro E,E,143
2024-03-24,17,Rio de Janeiro,A,203
2024-03-24,17,Rosas,B,472
2024-03-24,17,Saenz Pena ,A,606
2024-03-24,17,San Jose,E,85
2024-03-24,17,San Juan,C,256
2024-03-24,17,San Pedrito,A,288
2024-03-24,17,Santa Fe,H,277
2024-03-24,17,Scalabrini Ortiz,D,287
2024-03-24,17,Tribunales,D,464
2024-03-24,17,Tronador,B,66
2024-03-24,17,Urquiza,E,69
2024-03-24,17,Uruguay,B,797
2024-03-24,17,Varela,E,43
2024-03-24,17,Venezuela,H,262
2024-03-24,18,9 de julio,D,269
2024-03-24,18,Acoyte,A,329
2024-03-24,18,Aguero,D,209
2024-03-24,18,Alberti,A,259
2024-03-24,18,Angel Gallardo,B,390
2024-03-24,18,Avenida La Plata,E,122
2024-03-24,18,Avenida de Mayo,C,1168
2024-03-24,18,Boedo,E,128
2024-03-24,18,Bolivar,E,103
2024-03-24,18,Bulnes,D,525
2024-03-24,18,Callao,D,399
2024-03-24,18,Callao.B,B,902
2024-03-24,18,Carabobo,A,150
2024-03-24,18,Carlos Gardel,B,651
2024-03-24,18,Carlos Pellegrini,B,365
2024-03-24,18,Caseros,H,90
2024-03-24,18,Castro Barros,A,195
2024-03-24,18,Catalinas,E,78
2024-03-24,18,Catedral,D,1013
2024-03-24,18,Congreso,A,97
2024-03-24,18,Congreso de Tucuman,D,414
2024-03-24,18,Constitucion,C,956
2024-03-24,18,Cordoba,H,145
2024-03-24,18,Correo Central,E,768
2024-03-24,18,Corrientes,H,101
2024-03-24,18,Diagonal Norte,C,518
2024-03-24,18,Dorrego,B,460
2024-03-24,18,Echeverria,B,122
2024-03-24,18,Emilio Mitre,E,144
2024-03-24,18,Entre Rios,E,193
2024-03-24,18,Facultad de Derecho,H,179
2024-03-24,18,Federico Lacroze,B,484
2024-03-24,18,Flores,A,163
2024-03-24,18,Florida,B,194
2024-03-24,18,General Belgrano,E,974
2024-03-24,18,General San Martin,C,105
2024-03-24,18,Hospitales,H,140
2024-03-24,18,Humberto I,H,165
2024-03-24,18,Inclan,H,109
2024-03-24,18,Independencia,C,498
2024-03-24,18,Independencia.H,E,285
2024-03-24,18,Jose Hernandez,D,184
2024-03-24,18,Jose Maria Moreno,E,83
2024-03-24,18,Jujuy,E,76
2024-03-24,18,Juramento,D,568
2024-03-24,18,Las Heras,H,234
2024-03-24,18,Lavalle,C,145
2024-03-24,18,Leandro N. Alem,B,758
2024-03-24,18,Lima,A,636
2024-03-24,18,Loria,A,134
2024-03-24,18,Los Incas,B,140
2024-03-24,18,Malabia,B,340
2024-03-24,18,Mariano Moreno,C,305
2024-03-24,18,Medalla Milagrosa,E,48
2024-03-24,18,Medrano,B,383
2024-03-24,18,Ministro Carranza,D,236
2024-03-24,18,Olleros,D,228
2024-03-24,18,Once,H,383
2024-03-24,18,Palermo,D,613
2024-03-24,18,Pasco,A,73
2024-03-24,18,Pasteur,B,159
2024-03-24,18,Patricios,H,216
2024-03-24,18,Peru,A,1593
2024-03-24,18,Pichincha,E,85
2024-03-24,18,Piedras,A,69
2024-03-24,18,Plaza Italia,D,555
2024-03-24,18,Plaza Miserere,A,225
2024-03-24,18,Primera Junta,A,197
2024-03-24,18,Puan,A,115
2024-03-24,18,Pueyrredon,B,184
2024-03-24,18,Pueyrredon.D,D,129
2024-03-24,18,Pza. de los Virreyes,E,145
2024-03-24,18,Retiro,C,1131
2024-03-24,18,Retiro E,E,173
2024-03-24,18,Rio de Janeiro,A,247
2024-03-24,18,Rosas,B,418
2024-03-24,18,Saenz Pena ,A,418
2024-03-24,18,San Jose,E,159
2024-03-24,18,San Juan,C,250
2024-03-24,18,San Pedrito,A,313
2024-03-24,18,Santa Fe,H,259
2024-03-24,18,Scalabrini Ortiz,D,324
2024-03-24,18,Tribunales,D,267
2024-03-24,18,Tronador,B,56
2024-03-24,18,Urquiza,E,80
2024-03-24,18,Uruguay,B,584
2024-03-24,18,Varela,E,38
2024-03-24,18,Venezuela,H,175
2024-03-24,19,9 de julio,D,62
2024-03-24,19,Acoyte,A,328
2024-03-24,19,Aguero,D,202
2024-03-24,19,Alberti,A,237
2024-03-24,19,Angel Gallardo,B,393
2024-03-24,19,Avenida La Plata,E,96
2024-03-24,19,Avenida de Mayo,C,383
2024-03-24,19,Boedo,E,140
2024-03-24,19,Bolivar,E,469
2024-03-24,19,Bulnes,D,545
2024-03-24,19,Callao,D,299
2024-03-24,19,Callao.B,B,608
2024-03-24,19,Carabobo,A,172
2024-03-24,19,Carlos Gardel,B,734
2024-03-24,19,Carlos Pellegrini,B,831
2024-03-24,19,Caseros,H,110
2024-03-24,19,Castro Barros,A,176
2024-03-24,19,Catalinas,E,56
2024-03-24,19,Catedral,D,414
2024-03-24,19,Congreso,A,460
2024-03-24,19,Congreso de Tucuman,D,481
2024-03-24,19,Constitucion,C,905
2024-03-24,19,Cordoba,H,141
2024-03-24,19,Correo Central,E,498
2024-03-24,19,Corrientes,H,88
2024-03-24,19,Diagonal Norte,C,165
2024-03-24,19,Dorrego,B,419
2024-03-24,19,Echeverria,B,112
2024-03-24,19,Emilio Mitre,E,166
2024-03-24,19,Entre Rios,E,137
2024-03-24,19,Facultad de Derecho,H,301
2024-03-24,19,Federico Lacroze,B,450
2024-03-24,19,Flores,A,152
2024-03-24,19,Florida,B,140
2024-03-24,19,General Belgrano,E,204
2024-03-24,19,General San Martin,C,102
2024-03-24,19,Hospitales,H,172
2024-03-24,19,Humberto I,H,144
2024-03-24,19,Inclan,H,129
2024-03-24,19,Independencia,C,388
2024-03-24,19,Independencia.H,E,154
2024-03-24,19,Jose Hernandez,D,159
2024-03-24,19,Jose Maria Moreno,E,119
2024-03-24,19,Jujuy,E,88
2024-03-24,19,Juramento,D,531
2024-03-24,19,Las Heras,H,199
2024-03-24,19,Lavalle,C,131
2024-03-24,19,Leandro N. Alem,B,521
2024-03-24,19,Lima,A,582
2024-03-24,19,Loria,A,165
2024-03-24,19,Los Incas,B,154
2024-03-24,19,Malabia,B,433
2024-03-24,19,Mariano Moreno,C,102
2024-03-24,19,Medalla Milagrosa,E,35
2024-03-24,19,Medrano,B,390
2024-03-24,19,Ministro Carranza,D,233
2024-03-24,19,Olleros,D,237
2024-03-24,19,Once,H,305
2024-03-24,19,Palermo,D,646
2024-03-24,19,Pasco,A,56
2024-03-24,19,Pasteur,B,153
2024-03-24,19,Patricios,H,270
2024-03-24,19,Peru,A,474
2024-03-24,19,Pichincha,E,77
2024-03-24,19,Piedras,A,82
2024-03-24,19,Plaza Italia,D,583
2024-03-24,19,Plaza Miserere,A,240
2024-03-24,19,Plaza de Mayo,A,239
2024-03-24,19,Primera Junta,A,173
2024-03-24,19,Puan,A,130
2024-03-24,19,Pueyrredon,B,166
2024-03-24,19,Pueyrredon.D,D,128
2024-03-24,19,Pza. de los Virreyes,E,108
2024-03-24,19,Retiro,C,1170
2024-03-24,19,Retiro E,E,162
2024-03-24,19,Rio de Janeiro,A,219
2024-03-24,19,Rosas,B,435
2024-03-24,19,Saenz Pena ,A,235
2024-03-24,19,San Jose,E,82
2024-03-24,19,San Juan,C,158
2024-03-24,19,San Pedrito,A,269
2024-03-24,19,Santa Fe,H,286
2024-03-24,19,Scalabrini Ortiz,D,334
2024-03-24,19,Tribunales,D,190
2024-03-24,19,Tronador,B,84
2024-03-24,19,Urquiza,E,81
2024-03-24,19,Uruguay,B,383
2024-03-24,19,Varela,E,40
2024-03-24,19,Venezuela,H,199
2024-03-24,20,9 de julio,D,26
2024-03-24,20,Acoyte,A,239
2024-03-24,20,Aguero,D,149
2024-03-24,20,Alberti,A,95
2024-03-24,20,Angel Gallardo,B,308
2024-03-24,20,Avenida La Plata,E,96
2024-03-24,20,Avenida de Mayo,C,64
2024-03-24,20,Boedo,E,109
2024-03-24,20,Bolivar,E,240
2024-03-24,20,Bulnes,D,457
2024-03-24,20,Callao,D,288
2024-03-24,20,Callao.B,B,378
2024-03-24,20,Carabobo,A,152
2024-03-24,20,Carlos Gardel,B,707
2024-03-24,20,Carlos Pellegrini,B,424
2024-03-24,20,Caseros,H,100
2024-03-24,20,Castro Barros,A,167
2024-03-24,20,Catalinas,E,41
2024-03-24,20,Catedral,D,193
2024-03-24,20,Congreso,A,438
2024-03-24,20,Congreso de Tucuman,D,358
2024-03-24,20,Constitucion,C,837
2024-03-24,20,Cordoba,H,146
2024-03-24,20,Correo Central,E,237
2024-03-24,20,Corrientes,H,56
2024-03-24,20,Diagonal Norte,C,42
2024-03-24,20,Dorrego,B,245
2024-03-24,20,Echeverria,B,73
2024-03-24,20,Emilio Mitre,E,80
2024-03-24,20,Entre Rios,E,88
2024-03-24,20,Facultad de Derecho,H,87
2024-03-24,20,Federico Lacroze,B,346
2024-03-24,20,Flores,A,147
2024-03-24,20,Florida,B,191
2024-03-24,20,General Belgrano,E,75
2024-03-24,20,General San Martin,C,72
2024-03-24,20,Hospitales,H,89
2024-03-24,20,Humberto I,H,108
2024-03-24,20,Inclan,H,82
2024-03-24,20,Independencia,C,202
2024-03-24,20,Independencia.H,E,91
2024-03-24,20,Jose Hernandez,D,178
2024-03-24,20,Jose Maria Moreno,E,98
2024-03-24,20,Jujuy,E,82
2024-03-24,20,Juramento,D,393
2024-03-24,20,Las Heras,H,126
2024-03-24,20,Lavalle,C,87
2024-03-24,20,Leandro N. Alem,B,355
2024-03-24,20,Lima,A,155
2024-03-24,20,Loria,A,152
2024-03-24,20,Los Incas,B,113
2024-03-24,20,Malabia,B,307
2024-03-24,20,Mariano Moreno,C,56
2024-03-24,20,Medalla Milagrosa,E,52
2024-03-24,20,Medrano,B,270
2024-03-24,20,Ministro Carranza,D,175
2024-03-24,20,Olleros,D,197
2024-03-24,20,Once,H,273
2024-03-24,20,Palermo,D,476
2024-03-24,20,Pasco,A,48
2024-03-24,20,Pasteur,B,109
2024-03-24,20,Patricios,H,148
2024-03-24,20,Peru,A,251
2024-03-24,20,Pichincha,E,45
2024-03-24,20,Piedras,A,60
2024-03-24,20,Plaza Italia,D,393
2024-03-24,20,Plaza Miserere,A,164
2024-03-24,20,Plaza de Mayo,A,137
2024-03-24,20,Primera Junta,A,129
2024-03-24,20,Puan,A,71
2024-03-24,20,Pueyrredon,B,134
2024-03-24,20,Pueyrredon.D,D,100
2024-03-24,20,Pza. de los Virreyes,E,100
2024-03-24,20,Retiro,C,976
2024-03-24,20,Retiro E,E,134
2024-03-24,20,Rio de Janeiro,A,180
2024-03-24,20,Rosas,B,401
2024-03-24,20,Saenz Pena ,A,189
2024-03-24,20,San Jose,E,63
2024-03-24,20,San Juan,C,58
2024-03-24,20,San Pedrito,A,197
2024-03-24,20,Santa Fe,H,284
2024-03-24,20,Scalabrini Ortiz,D,279
2024-03-24,20,Tribunales,D,98
2024-03-24,20,Tronador,B,69
2024-03-24,20,Urquiza,E,72
2024-03-24,20,Uruguay,B,206
2024-03-24,20,Varela,E,23
2024-03-24,20,Venezuela,H,146
2024-03-24,21,9 de julio,D,34
2024-03-24,21,Acoyte,A,156
